603806.071182 8842238.469040 12000.000000
604421.170542 8841712.721082 12000.000000
608747.799123 8841022.786807 12000.000000
613096.536543 8843085.092358 12000.000000
617021.255814 8846078.644402 12000.000000
621277.844759 8849824.131219 12000.000000
626401.094316 8854302.115473 12000.000000
632811.878037 8858509.100990 12000.000000
638351.704130 8861826.339684 12000.000000
643706.524647 8866375.011257 12000.000000
647237.244477 8871138.431648 12000.000000
651920.265811 8878232.218508 12000.000000
657774.414887 8886049.377828 12000.000000
662392.738397 8893451.225871 12000.000000
668353.617405 8899963.327473 12000.000000
672249.179210 8902117.945102 12000.000000
676445.846237 8902045.071220 12000.000000
679384.936653 8900946.013462 12000.000000
681682.948928 8899030.146164 12000.000000
683953.145870 8896964.591913 12000.000000
683398.771236 8891854.048661 12000.000000
682998.753110 8887277.190878 12000.000000
682675.342989 8882777.770283 12000.000000
682507.645780 8879039.596822 12000.000000
682411.491610 8874158.177643 12000.000000
682857.036702 8871028.564468 12000.000000
683302.295663 8867898.013782 12000.000000
683515.038280 8864006.403380 12000.000000
683529.109752 8860393.604375 12000.000000
684801.258704 8860474.916820 12000.000000
686571.755017 8860869.603186 12000.000000
689358.641190 8861918.787286 12000.000000
693328.054747 8863992.155231 12000.000000
697559.761087 8866976.582226 12000.000000
702050.554849 8870790.318518 12000.000000
706304.235483 8874382.930441 12000.000000
711879.845034 8878618.164785 12000.000000
717418.459369 8883924.394624 12000.000000
723600.858525 8890126.057829 12000.000000
730641.085488 8896754.843095 12000.000000
735514.568644 8902620.068238 12000.000000
742676.595805 8910467.407624 12000.000000
747448.608373 8915572.570141 12000.000000
750063.452402 8920217.860606 12000.000000
752185.905927 8926028.333623 12000.000000
753796.002057 8932469.554005 12000.000000
756320.050506 8938800.772374 12000.000000
760200.923821 8944548.113812 12000.000000
762893.070448 8947054.220713 12000.000000
766525.034543 8950135.383362 12000.000000
770236.471125 8953291.168050 12000.000000
773669.426368 8955082.145460 12000.000000
774778.768213 8955940.323783 12000.000000
797450.736829 8942425.254843 12000.000000
809703.266782 8933020.195656 12000.000000
819782.885952 8926041.681330 12000.000000
826641.362650 8921704.486164 12000.000000
834499.872165 8917713.004213 12000.000000
840304.314878 8913951.981217 12000.000000
847734.989182 8909468.724385 12000.000000
853158.440083 8905958.928461 12000.000000
860699.507144 8901295.939343 12000.000000
866948.963491 8898026.386027 12000.000000
879189.760167 8892755.190785 12000.000000
887541.187695 8888795.011823 12000.000000
895870.135449 8885294.633196 12000.000000
908610.692119 8880057.678353 12000.000000
914497.243135 8877041.744853 12000.000000
923502.337428 8872019.195220 12000.000000
931967.345003 8868343.595664 12000.000000
939864.983177 8866479.848679 12000.000000
