59,0642882	9,775012489
59,05664376	9,774480357
59,04826572	9,770482369
59,03624407	9,765785159
59,03077494	9,760338735
59,03718988	9,753477493
59,04368667	9,751453728
59,04785888	9,746419608
59,05073365	9,741933305
59,05464517	9,733873744
59,05745698	9,729373225
59,06144037	9,723930336
59,05686309	9,718451546
59,05856278	9,714011426
59,06179849	9,704206117
59,06807909	9,703476327
59,0752394	9,702253775
59,08133654	9,703289707
59,08908386	9,709024322
59,09535435	9,706997946
59,09716898	9,701647217
59,09534977	9,693869596
59,09099339	9,687504851
59,08413043	9,682104946
59,07495037	9,68430219
59,06572268	9,683900933
59,05633817	9,686983576
59,05035803	9,692948994
59,04697766	9,693530113
59,04564656	9,694039296
59,04161502	9,694667904
59,03877616	9,686914453
59,04085164	9,677201041
59,04243655	9,664892162
59,04472411	9,654274009
59,04970564	9,643075365
59,05745287	9,635695483
59,06705045	9,62996445
59,07534773	9,628684242
59,08373391	9,632214709
59,08981486	9,633217787
59,09602424	9,627665255
59,10218345	9,619912913
59,10575677	9,604830346
59,10838752	9,601188774
59,11108391	9,60191925
59,11476422	9,605694212
59,11811943	9,617358344
59,12192564	9,628989752
59,12104409	9,631253463
59,12084598	9,63125007
59,13136989	9,641246321
59,13594089	9,645411554
59,14285533	9,642883193
59,15037799	9,635475969
59,15964087	9,62535239
59,16964925	9,618718245
59,18060287	9,614211235
59,18544113	9,608270664
59,18244642	9,603128351
59,17642979	9,606525117
59,17067903	9,612515649
59,16422357	9,616806783
59,15732457	9,621518857
59,14865041	9,626796263
59,14000865	9,634250561
59,13410122	9,631474115
59,12875244	9,621221234
59,12410244	9,611807516
59,119454	9,603692832
59,11477075	9,593419833
59,11403578	9,590826591
59,11406099	9,591251715
59,11160195	9,580412083
59,11211316	9,571177668
59,11075376	9,570373749
59,10723663	9,574495281
59,10532474	9,568911018
59,10828669	9,558694987
59,11345229	9,545239563
59,11614456	9,532813892
59,11626371	9,514397382
59,11445292	9,50223326
59,10925139	9,500316782
59,10972831	9,513468036
59,11068248	9,528741834
59,10839735	9,539387881
59,10340853	9,548849881
59,09846123	9,548655816
59,09406566	9,555024984
59,09147939	9,560846909
59,09030788	9,571891455
59,09022769	9,580187918
59,08605853	9,58610539
59,07849517	9,591753048
59,07166237	9,599113085
59,06984826	9,610131292
59,06524946	9,618249692
59,05734971	9,61644465
59,05066943	9,620713836
59,04930141	9,632160273
59,044022	9,639003458
59,03752685	9,64104871
59,03527471	9,65341946
59,0363506	9,664758045
59,03652523	9,674366987
59,03401562	9,684117051
59,02969393	9,694805012
59,0242386	9,704675039
59,01829653	9,714149968
59,01353545	9,723975277
59,009591	9,730291555
59,00494608	9,736172265
58,99828776	9,740434498
58,99291082	9,743725098
58,99069159	9,744703052
58,98840898	9,743068501
58,98102271	9,744288738
58,97781939	9,742683475
58,98250424	9,738979165
58,98482327	9,730116968
58,98630539	9,72440509
58,98966676	9,724225238
58,99386248	9,717926038
58,99304836	9,710088343
58,99404964	9,703477765
58,99567344	9,69250296
58,9915809	9,690065597
58,98714387	9,693337046
58,98230807	9,699670198
58,97743691	9,704285327
58,97370985	9,697035697
58,9732678	9,684392275
58,96740416	9,68337482
58,96755693	9,693396362
58,96471631	9,698336134
58,95810796	9,692534482
58,95326579	9,685788478
58,95700597	9,681250576
58,96124369	9,679318839
58,95740942	9,66595353
58,9557075	9,657762326
58,95917483	9,650588346
58,95618444	9,646367278
58,95426479	9,651696307
58,95168179	9,645724399
58,94740686	9,646362992
58,94726083	9,637638854
58,94625786	9,631590309
58,94389633	9,624723135
58,94027931	9,624027304
58,93571166	9,622086189
58,93486873	9,611663716
58,9392921	9,607094607
58,93467583	9,599467681
58,93224524	9,589996741
58,93009865	9,583106955
58,92187421	9,589197611
58,92068591	9,596666745
58,92477837	9,599522507
58,92519299	9,61083457
58,92818403	9,615065952
58,93124038	9,622306601
58,92885181	9,627664795
58,92519223	9,623477827
58,92208814	9,61361718
58,91921289	9,603279913
58,91420049	9,588723157
58,91087011	9,576702314
58,91349963	9,573078094
58,91383109	9,566943805
58,91593814	9,559441219
58,91763512	9,552799982
58,91516365	9,541606276
58,91704372	9,532352844
58,91549992	9,523268852
58,91591114	9,509297691
58,91771937	9,497434991
58,92026908	9,489018702
58,92293326	9,4749465
58,92389422	9,466159728
58,92425712	9,461770259
58,92312065	9,461400494
58,92086371	9,461099312
58,91899213	9,469906019
58,91563075	9,470110813
58,91281733	9,475466343
58,91573914	9,488374981
58,91461917	9,499792685
58,91019308	9,503936445
58,9076364	9,498406978
58,90739055	9,487100129
58,9058722	9,489355439
58,90509436	9,49549159
58,90273537	9,489966027
58,90166819	9,480438209
58,90285442	9,471664401
58,90012711	9,471796583
58,8939991	9,468663971
58,88987018	9,464967729
58,8936647	9,462581974
58,89603392	9,457667136
58,89200509	9,457887409
58,88872962	9,451082212
58,88353034	9,450493225
58,88370281	9,458751705
58,87853487	9,459054398
58,87149539	9,45594718
